JURISDICTION NAME,City,State,Country,Timezone,Area Code,COUNT PARTICIPANTS,COUNT FEMALE,PERCENT FEMALE,COUNT MALE,PERCENT MALE,COUNT GENDER UNKNOWN,PERCENT GENDER UNKNOWN,COUNT GENDER TOTAL,PERCENT GENDER TOTAL,COUNT PACIFIC ISLANDER,PERCENT PACIFIC ISLANDER,COUNT HISPANIC LATINO,PERCENT HISPANIC LATINO,COUNT AMERICAN INDIAN,PERCENT AMERICAN INDIAN,COUNT ASIAN NON HISPANIC,PERCENT ASIAN NON HISPANIC,COUNT WHITE NON HISPANIC,PERCENT WHITE NON HISPANIC,COUNT BLACK NON HISPANIC,PERCENT BLACK NON HISPANIC,COUNT OTHER ETHNICITY,PERCENT OTHER ETHNICITY,COUNT ETHNICITY UNKNOWN,PERCENT ETHNICITY UNKNOWN,COUNT ETHNICITY TOTAL,PERCENT ETHNICITY TOTAL,COUNT PERMANENT RESIDENT ALIEN,PERCENT PERMANENT RESIDENT ALIEN,COUNT US CITIZEN,PERCENT US CITIZEN,COUNT OTHER CITIZEN STATUS,PERCENT OTHER CITIZEN STATUS,COUNT CITIZEN STATUS UNKNOWN,PERCENT CITIZEN STATUS UNKNOWN,COUNT CITIZEN STATUS TOTAL,PERCENT CITIZEN STATUS TOTAL,COUNT RECEIVES PUBLIC ASSISTANCE,PERCENT RECEIVES PUBLIC ASSISTANCE,COUNT NRECEIVES PUBLIC ASSISTANCE,PERCENT NRECEIVES PUBLIC ASSISTANCE,COUNT PUBLIC ASSISTANCE UNKNOWN,PERCENT PUBLIC ASSISTANCE UNKNOWN,COUNT PUBLIC ASSISTANCE TOTAL,PERCENT PUBLIC ASSISTANCE TOTAL,Latitude,Longitude
12428,Ellenville,NY,US,America/New_York,845,124,74,0.6,50,0.4,0,0,124,100,2,0.02,1,0.01,0,0.0,0,0.0,117,0.94,0,0.0,4,0.03,0,0.0,124,100,0,0.0,124,1.0,0,0.0,0,0,124,100,71,0.57,53,0.43,0,0,124,100,41.7218,-74.4141
12435,Greenfield Park,NY,US,America/New_York,845,55,5,0.09,50,0.91,0,0,55,100,0,0.0,0,0.0,0,0.0,0,0.0,50,0.91,0,0.0,5,0.09,0,0.0,55,100,0,0.0,55,1.0,0,0.0,0,0,55,100,19,0.35,36,0.65,0,0,55,100,41.7281,-74.5201
12458,Napanoch,NY,US,America/New_York,845,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,41.759,-74.3804
12466,Port Ewen,NY,US,America/New_York,845,44,44,1.0,0,0.0,0,0,44,100,0,0.0,0,0.0,0,0.0,0,0.0,44,1.0,0,0.0,0,0.0,0,0.0,44,100,0,0.0,44,1.0,0,0.0,0,0,44,100,35,0.8,9,0.2,0,0,44,100,41.8948,-73.9767
12473,Round Top,NY,US,America/New_York,518,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,42.2678,-74.0523
12528,Highland,NY,US,America/New_York,"845,914",52,2,0.04,50,0.96,0,0,52,100,0,0.0,0,0.0,0,0.0,0,0.0,46,0.88,0,0.0,6,0.12,0,0.0,52,100,1,0.02,51,0.98,0,0.0,0,0,52,100,21,0.4,31,0.6,0,0,52,100,41.7167,-73.9928
12701,Monticello,NY,US,America/New_York,845,87,49,0.56,38,0.44,0,0,87,100,0,0.0,0,0.0,0,0.0,0,0.0,83,0.95,0,0.0,2,0.02,2,0.02,87,99,0,0.0,87,1.0,0,0.0,0,0,87,100,18,0.21,69,0.79,0,0,87,100,41.6516,-74.7007
12733,Fallsburg,NY,US,America/New_York,845,13,6,0.46,7,0.54,0,0,13,100,0,0.0,0,0.0,0,0.0,0,0.0,13,1.0,0,0.0,0,0.0,0,0.0,13,100,0,0.0,13,1.0,0,0.0,0,0,13,100,2,0.15,11,0.85,0,0,13,100,41.7273,-74.6154
12734,Ferndale,NY,US,America/New_York,845,252,170,0.67,82,0.33,0,0,252,100,0,0.0,0,0.0,0,0.0,0,0.0,243,0.96,0,0.0,4,0.02,5,0.02,252,100,0,0.0,252,1.0,0,0.0,0,0,252,100,61,0.24,191,0.76,0,0,252,100,41.7349,-74.7345
12737,Glen Spey,NY,US,America/New_York,845,35,34,0.97,1,0.03,0,0,35,100,0,0.0,0,0.0,0,0.0,0,0.0,35,1.0,0,0.0,0,0.0,0,0.0,35,100,2,0.06,33,0.94,0,0.0,0,0,35,100,20,0.57,15,0.43,0,0,35,100,41.4858,-74.7995
12750,Kenoza Lake,NY,US,America/New_York,845,37,36,0.97,1,0.03,0,0,37,100,0,0.0,0,0.0,0,0.0,0,0.0,37,1.0,0,0.0,0,0.0,0,0.0,37,100,0,0.0,37,1.0,0,0.0,0,0,37,100,21,0.57,16,0.43,0,0,37,100,41.7296,-74.9611
12751,Kiamesha Lake,NY,US,America/New_York,845,7,2,0.29,5,0.71,0,0,7,100,0,0.0,0,0.0,0,0.0,0,0.0,7,1.0,0,0.0,0,0.0,0,0.0,7,100,0,0.0,7,1.0,0,0.0,0,0,7,100,2,0.29,5,0.71,0,0,7,100,41.6838,-74.6724
12754,Liberty,NY,US,America/New_York,845,134,64,0.48,70,0.52,0,0,134,100,2,0.01,0,0.0,0,0.0,0,0.0,127,0.95,0,0.0,4,0.03,1,0.01,134,100,1,0.01,133,0.99,0,0.0,0,0,134,100,27,0.2,107,0.8,0,0,134,100,41.7962,-74.7484
12758,Livingston Manor,NY,US,America/New_York,845,82,50,0.61,32,0.39,0,0,82,100,0,0.0,0,0.0,0,0.0,0,0.0,76,0.93,0,0.0,6,0.07,0,0.0,82,100,0,0.0,82,1.0,0,0.0,0,0,82,100,24,0.29,58,0.71,0,0,82,100,41.8778,-74.827
12759,Loch Sheldrake,NY,US,America/New_York,845,11,0,0.0,11,1.0,0,0,11,100,0,0.0,0,0.0,0,0.0,0,0.0,11,1.0,0,0.0,0,0.0,0,0.0,11,100,0,0.0,11,1.0,0,0.0,0,0,11,100,8,0.73,3,0.27,0,0,11,100,41.7789,-74.6614
12763,Mountain Dale,NY,US,America/New_York,845,11,11,1.0,0,0.0,0,0,11,100,0,0.0,0,0.0,0,0.0,0,0.0,11,1.0,0,0.0,0,0.0,0,0.0,11,100,0,0.0,11,1.0,0,0.0,0,0,11,100,8,0.73,3,0.27,0,0,11,100,41.6918,-74.5358
12764,Narrowsburg,NY,US,America/New_York,845,64,61,0.95,3,0.05,0,0,64,100,0,0.0,0,0.0,0,0.0,0,0.0,62,0.97,0,0.0,2,0.03,0,0.0,64,100,0,0.0,64,1.0,0,0.0,0,0,64,100,5,0.08,59,0.92,0,0,64,100,41.5921,-75.0107
12768,Parksville,NY,US,America/New_York,845,63,1,0.02,62,0.98,0,0,63,100,0,0.0,0,0.0,0,0.0,0,0.0,61,0.97,0,0.0,1,0.02,1,0.02,63,100,0,0.0,63,1.0,0,0.0,0,0,63,100,23,0.37,40,0.63,0,0,63,100,41.8517,-74.7359
12779,South Fallsburg,NY,US,America/New_York,845,242,183,0.76,59,0.24,0,0,242,100,0,0.0,0,0.0,0,0.0,0,0.0,239,0.99,0,0.0,3,0.01,0,0.0,242,100,1,0.0,241,1.0,0,0.0,0,0,242,100,155,0.64,87,0.36,0,0,242,100,41.7042,-74.6444
12783,Swan Lake,NY,US,America/New_York,845,201,66,0.33,135,0.67,0,0,201,100,0,0.0,0,0.0,2,0.01,0,0.0,195,0.97,0,0.0,3,0.01,1,0.0,201,99,4,0.02,197,0.98,0,0.0,0,0,201,100,77,0.38,124,0.62,0,0,201,100,41.7285,-74.8341
12786,White Lake,NY,US,America/New_York,845,4,3,0.75,1,0.25,0,0,4,100,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,0,0.0,4,100,0,0.0,4,1.0,0,0.0,0,0,4,100,1,0.25,3,0.75,0,0,4,100,41.6485,-74.8654
12788,Woodbourne,NY,US,America/New_York,845,83,39,0.47,44,0.53,0,0,83,100,0,0.0,0,0.0,0,0.0,0,0.0,81,0.98,0,0.0,2,0.02,0,0.0,83,100,0,0.0,83,1.0,0,0.0,0,0,83,100,35,0.42,48,0.58,0,0,83,100,41.7708,-74.5928
12789,Woodridge,NY,US,America/New_York,845,272,115,0.42,157,0.58,0,0,272,100,0,0.0,0,0.0,0,0.0,0,0.0,262,0.96,0,0.0,6,0.02,4,0.01,272,99,1,0.0,271,1.0,0,0.0,0,0,272,100,70,0.26,202,0.74,0,0,272,100,41.717,-74.5815
13731,Andes,NY,US,America/New_York,845,17,2,0.12,15,0.88,0,0,17,100,0,0.0,0,0.0,0,0.0,0,0.0,15,0.88,0,0.0,2,0.12,0,0.0,17,100,0,0.0,17,1.0,0,0.0,0,0,17,100,7,0.41,10,0.59,0,0,17,100,42.1569,-74.7887
